AssessmentUnitID,WaterbodyName,Type,RiverBasin,County,Uses,Causes,Sources,Size,UnitType,DownstreamUpstreamLocations,YearListed,Priority,ReportYear,DraftTMDLDate,DateofData,SupportStatus,1996303(d)?
AL06030006-0103-101,Bear Creek(Bear Creek Lake),L,Tennessee,Franklin,Public Water Supply SwimmingFish & Wildlife,Metals (Mercury),Unkown source,653.54,acres,Bear Creek Lake Dam / Alabama Highway 187,,L,2008,2005,2015,,
AL06030006-0103-103,Bear Creek,R,Tennessee,Marion,SwimmingFish & Wildlife,Metals (Aluminum),Surface mining-abandoned,3.00,miles,Mill Creek /Upper Bear Creek Dam,,H,2008,1992-96,2011,,
AL06030006-0103-104,Bear Creek (Upper Bear Creek Reservoir),L,Tennessee,Franklin MarionWinston,Public Water Supply SwimmingFish & Wildlife,Metals (Mercury),Unkown source,1462.58,acres,Upper Bear Creek Dam / Pretty Branch,,L,2008,2006,2015,,
AL06030006-0205-102,Little Bear Creek(Little Bear Creek Lake),L,Tennessee,Franklin,Public Water Supply SwimmingFish & Wildlife,Nutrients,Unkown source,1435.05,acres,Little Bear Creek Dam / Scott Branch,,L,2008,1994-2005,2015,,
AL03160103-0204-202,Purgatory Creek,R,Upper Tombigbee,Marion,Fish & Wildlife,pH,Surface mining-abandoned,1.86,miles,Wickett Creek /US Highway 278,,H,2008,1988,2008,,
AL03160103-0204-203,Purgatory Creek,R,Upper Tombigbee,Marion,Public Water SupplyFish & Wildlife,pH,Surface mining-abandoned,1.28,miles,US Highway 278 /Its source,,H,2008,1988,2008,,
AL03160105-0101-200,East Branch LuxapallilaCreek,R,Upper Tombigbee,FayetteMarion,Public Water SupplyFish & Wildlife,Pathogens,Municipal,11.18,miles,Luxapallila Creek /Its source,,L,2008,2001,2013,,
AL03160106-0402-102,Tombigbee River (Aliceville Reservoir),L,Upper Tombigbee,Pickens,Swimming Fish & Wildlife,"Organic Enrichment (CBOD, NBOD)",Dam constructionFlow regulation/modification,2291.85,acres,Beville Dam / AL-MS state line,,L,2008,1991,2008,,
AL03160106-0607-101,Factory Creek,R,Upper Tombigbee,Sumter,Fish & Wildlife,"Organic Enrichment (CBOD, NBOD)",Agriculture,1.86,miles,Tombigbee River / End of embayment,,M,2008,2001,2013,,
AL03160106-0607-101,Factory Creek,R,Upper Tombigbee,Sumter,Fish & Wildlife,Nutrients,Agriculture,1.86,miles,Tombigbee River / End of embayment,,M,2008,2001,2013,,
AL03160107-0306-100,Sipsey River,R,Upper Tombigbee,PickensGreene,Fish & Wildlife,Metals (Iron),Surface mining,44.22,miles,Tombigbee River /Tuscaloosa County line,,M,2008,1991-93,2008,,
AL03160201-0903-101,Wahalak Creek,R,Lower Tombigbee,Choctaw,Fish & Wildlife,Pathogens,MunicipalUrban runoff/storm sewers,14.83,miles,Tombigbee River /Spear Creek,,L,2008,2001,2013,,
AL03160203-0901-102,Tombigbee River,R,Lower Tombigbee,Clarke Washington,Fish & Wildlife,Metals (Mercury),Atmospheric Deposition,7.83,miles,Bassetts Creek /1/2 mile downstream of Southern Railway,,L,2008,2006,2013,,
AL03160203-0601-100,Bassett Creek,R,Lower Tombigbee,Clarke,Fish & Wildlife,Pathogens,MunicipalUrban runoff/storm sewers,14.47,miles,Little Bassett Creek /Its source,,M,2008,2001-02,2008,,
AL03160203-1103-102,Tombigbee River,R,Lower Tombigbee,ClarkeWashington,Fish & Wildlife,Metals (Mercury),In place contaminants,3.75,miles,Upper end of Bilbo Island /Olin Basin,,L,2008,2001-02,2013,,
AL03160203-1103-700,Bilbo Creek,R,Lower Tombigbee,Washington,SwimmingFish & Wildlife,"Organic Enrichment (CBOD, NBOD)",Unknown source,29.27,miles,Tombigbee River /Its source,,L,2008,2001-02,2013,,
AL03160203-1103-700,Bilbo Creek,R,Lower Tombigbee,Washington,SwimmingFish & Wildlife,Metals (Mercury),Atmospheric Deposition,29.27,miles,Tombigbee River /Its source,,L,2008,2006,2013,,
AL03160203-1103-800,Olin Basin,L,Lower Tombigbee,Washington,Fish & Wildlife,Pesticides (DDT),Contaminated sediments,85.73,acres,All of Olin Basin,,L,2008,1993,2013,,
AL03160203-1103-800,Olin Basin,L,Lower Tombigbee,Washington,Fish & Wildlife,Metals (Mercury),Contaminated sediments,85.73,acres,All of Olin Basin,,L,2008,1993,2013,,
AL03150201-0104-302,Three Mile Branch,R,Alabama,Montgomery,Fish & Wildlife,Pesticides (Dieldrin),Unknown source,7.65,miles,Lower Wetumpka Road /Its source,,M,2006,1999,2008,,
AL03150201-0203-102,Autauga Creek,R,Alabama,Autauga,SwimmingFish & Wildlife,Unknown,Unkown source,26.87,miles,Matthews Branch /Its source,,L,2006,2000,2012,,
AL03150201-0309-100,Catoma Creek,R,Alabama,Montgomery,Fish & Wildlife,Pathogens,Urban runoff/storm sewers Agriculture,23.19,miles,Alabama River / Ramer Creek,,M,2006,1999,2008,,
AL03150201-0402-100,Pintlalla Creek,R,Alabama,CrenshawMontgomery,SwimmingFish & Wildlife,Pathogens,Pasture grazing,26.45,miles,Pinchony Creek /Its source,,L,2006,1999-2000,2012,,
AL03150203-0805-102,Alabama River,R,Alabama,Wilcox,SwimmingFish & Wildlife,Organic Enrichment/DO,Industrial,5.01,miles,Bear Creek /Frisco Railroad Crossing,,L,2006,19911995-99,2003,,
AL03150203-0805-103,Alabama River,R,Alabama,Wilcox,Fish & Wildlife,Organic Enrichment/DO,Industrial,7.57,miles,Frisco Railroad Crossing /Pursley Creek,,L,2006,19911995-99,2003,,
AL03150203-0805-104,Alabama River,R,Alabama,Wilcox,Fish & Wildlife,Organic Enrichment/DO,Dam constructionFlow regulation/modification,8.71,miles,Pursley Creek / River Mile 131,,L,2006,1995-99,2003,,
AL03150203-0805-105,Alabama River,R,Alabama,Wilcox,Public Water Supply,Organic Enrichment/DO,Dam constructionFlow regulation/modification,1.52,miles,River Mile 131 / Beaver Creek,,L,2006,1995-99,2003,,
AL03150203-0703-101,Alabama River,R,Alabama,Wilcox,Public Water Supply,Organic Enrichment/DO,Dam constructionFlow regulation/modification,5.04,miles,Beaver Creek / Rockwest Creek,,L,2006,1991,2003,,
AL03150203-0802-100,Pursley Creek,R,Alabama,Wilcox,Fish & Wildlife,Pathogens,MunicipalPasture grazing,26.11,miles,Alabama River /Its source,,L,2006,2000 2001,2012,,
AL03150203-0802-400,Town Branch,R,Alabama,Wilcox,Fish & Wildlife,Pathogens,MunicipalUrban runoff/storm sewers,4.35,miles,Pursley Creek / Its source,,L,2006,2000 2001,2012,,
AL03160109-0204-101,Mulberry Fork,R,Black Warrior,Blount Cullman,Fish & Wildlife,Nutrients,Agriculture IndustrialMunicipal,2.52,miles,Marriott Creek / Mill Creek,,H,2006,1972-8319881996,2014,,
AL03160109-0204-102,Mulberry Fork,R,Black Warrior,Blount Cullman,Fish & Wildlife,Nutrients,Agriculture IndustrialMunicipal,17.27,miles,Mill Creek / Broglen River,,H,2006,1972-8319881996,2014,,
AL03160109-0204-102,Mulberry Fork,R,Black Warrior,Blount Cullman,Fish & Wildlife,Siltation (habitat alteration),Agriculture IndustrialMunicipal,17.27,miles,Mill Creek / Broglen River,,H,2006,1972-8319881996,2014,,
AL03160109-0102-101,Mulberry Fork,R,Black Warrior,BlountCullman,Fish & Wildlife,Siltation (habitat alteration),Agriculture,18.23,miles,Broglen River /Blount County Road 6,,H,2006,1974-83,2009,,
AL03160109-0101-150,Riley Maze Creek,R,Black Warrior,CullmanMarshall,Fish & Wildlife,Toxicity,Municipal,4.13,miles,Tibb Creek /Its source,,L,2006,1998,2009,,
AL03160109-0101-150,Riley Maze Creek,R,Black Warrior,CullmanMarshall,Fish & Wildlife,Siltation (habitat alteration),Municipal,4.13,miles,Tibb Creek /Its source,,L,2006,1998,2009,,
AL03160109-0101-600,Tibb Creek,R,Black Warrior,CullmanMarshall,Fish & Wildlife,Toxicity,Municipal,5.13,miles,Mulberry Fork /Its source,,L,2006,1998,2009,,
AL03160109-0101-600,Tibb Creek,R,Black Warrior,CullmanMarshall,Fish & Wildlife,Siltation (habitat alteration),Municipal,5.13,miles,Mulberry Fork /Its source,,L,2006,1998,2009,,
AL03160109-0105-101,Brindley Creek,R,Black Warrior,Cullman,Public Water Supply,Nutrients,AgrilcultureUrban runoff/storm sewers,7.17,miles,Broglen River / State Highway 69,,H,2006,1996,2006,,
AL03160109-0105-102,Brindley Creek,R,Black Warrior,Cullman,Public Water Supply,Nutrients,AgricultureUrban runoff/storm sewers,9.89,miles,State Highway 69 / Its source,,H,2006,1996,2006,,
AL03160109-0201-102,Mud Creek,R,Black Warrior,Cullman,Fish & Wildlife,Organic Enrichment/DO,Urban runoff/storm sewers,4.66,miles,Alabama Highway 31 /Its source,,H,2006,1996,2009,,
AL03160109-0403-103,Lost Creek,R,Black Warrior,Walker,Fish & Wildlife,Siltation (habitat alteration),Surface mining-abandoned,6.53,miles,US Highway 78 at Carbon Hill /US Highway 78 north of Cedrum,,H,2006,1987,2009,,
AL03160109-0404-101,Cane Creek (Oakman),R,Black Warrior,Walker,Fish & Wildlife,Metals,MunicipalSurface mining-abandoned,7.15,miles,Lost Creek /Dixie Springs Road,,M,2006,19881993,2014,,
AL03160109-0404-101,Cane Creek (Oakman),R,Black Warrior,Walker,Fish & Wildlife,Nutrients,MunicipalSurface mining-abandoned,7.15,miles,Lost Creek /Dixie Springs Road,,M,2006,19881993,2014,,
AL03160109-0404-101,Cane Creek (Oakman),R,Black Warrior,Walker,Fish & Wildlife,pH,MunicipalSurface mining-abandoned,7.15,miles,Lost Creek /Dixie Springs Road,,M,2006,19881993,2014,,
AL03160109-0404-101,Cane Creek (Oakman),R,Black Warrior,Walker,Fish & Wildlife,Organic Enrichment/DO,MunicipalSurface mining-abandoned,7.15,miles,Lost Creek /Dixie Springs Road,,M,2006,19881993,2014,,
AL03160109-0404-101,Cane Creek (Oakman),R,Black Warrior,Walker,Fish & Wildlife,Siltation (habitat alteration),MunicipalSurface mining-abandoned,7.15,miles,Lost Creek /Dixie Springs Road,,M,2006,19881993,2014,,
AL03160109-0404-102,Cane Creek (Oakman),R,Black Warrior,Walker,Limited Warmwater Fishery,Metals,MunicipalSurface mining-abandoned,3.49,miles,Dixie Springs Road / Alabama Highway 69,,M,2006,19881993,2014,,
AL03160109-0404-102,Cane Creek (Oakman),R,Black Warrior,Walker,Limited Warmwater Fishery,Nutrients,MunicipalSurface mining-abandoned,3.49,miles,Dixie Springs Road / Alabama Highway 69,,M,2006,19881993,2014,,
AL03160109-0404-102,Cane Creek (Oakman),R,Black Warrior,Walker,Limited Warmwater Fishery,pH,MunicipalSurface mining-abandoned,3.49,miles,Dixie Springs Road / Alabama Highway 69,,M,2006,19881993,2014,,
AL03160109-0404-102,Cane Creek (Oakman),R,Black Warrior,Walker,Limited Warmwater Fishery,Organic Enrichment/DO,MunicipalSurface mining-abandoned,3.49,miles,Dixie Springs Road / Alabama Highway 69,,M,2006,19881993,2014,,
AL03160109-0404-102,Cane Creek (Oakman),R,Black Warrior,Walker,Limited Warmwater Fishery,Siltation (habitat alteration),MunicipalSurface mining-abandoned,3.49,miles,Dixie Springs Road / Alabama Highway 69,,M,2006,19881993,2014,,
AL03160109-0404-103,Cane Creek (Oakman),R,Black Warrior,Walker,Fish & Wildlife,Metals,MunicipalSurface mining-abandoned,7.38,miles,Alabama Highway 69 / Its source,,M,2006,19881993,2014,,
AL03160109-0404-103,Cane Creek (Oakman),R,Black Warrior,Walker,Fish & Wildlife,Nutrients,MunicipalSurface mining-abandoned,7.38,miles,Alabama Highway 69 / Its source,,M,2006,19881993,2014,,
AL03160109-0404-103,Cane Creek (Oakman),R,Black Warrior,Walker,Fish & Wildlife,pH,MunicipalSurface mining-abandoned,7.38,miles,Alabama Highway 69 / Its source,,M,2006,19881993,2014,,
AL03160109-0404-103,Cane Creek (Oakman),R,Black Warrior,Walker,Fish & Wildlife,Organic Enrichment/DO,MunicipalSurface mining-abandoned,7.38,miles,Alabama Highway 69 / Its source,,M,2006,19881993,2014,,
AL03160109-0404-103,Cane Creek (Oakman),R,Black Warrior,Walker,Fish & Wildlife,Siltation (habitat alteration),MunicipalSurface mining-abandoned,7.38,miles,Alabama Highway 69 / Its source,,M,2006,19881993,2014,,
AL03160109-0404-500,Black Branch,R,Black Warrior,Walker,Fish & Wildlife,Metals,Surface mining-abandoned,3.15,miles,Cane Creek / Its source,,H,2006,1996-97,2009,,
AL03160109-0404-500,Black Branch,R,Black Warrior,Walker,Fish & Wildlife,pH,Surface mining-abandoned,3.15,miles,Cane Creek / Its source,,H,2006,1996-97,2009,,
AL03160109-0404-500,Black Branch,R,Black Warrior,Walker,Fish & Wildlife,Siltation (habitat alteration),Surface mining-abandoned,3.15,miles,Cane Creek / Its source,,H,2006,1996-97,2009,,
AL03160109-0405-104,Lost Creek,R,Black Warrior,Walker,Fish & Wildlife,Siltation (habitat alteration),Surface mining-abandoned,17.33,miles,Mill dam at Cedrum /Alabama Highway 69 at Oakman,,H,2006,1987,2009,,
AL03160109-0503-100,Wolf Creek,R,Black Warrior,Walker,Fish & Wildlife,Siltation (habitat alteration),Surface mining-abandoned,38.40,miles,Lost Creek /Alabama Highway 102,,H,2006,1996,2009,,
AL03160109-0601-601,Old Town Creek,R,Black Warrior,Walker,Fish & Wildlife,Nutrients,Surface mining-abandoned,2.71,miles,Mulberry Fork / Pinhook Creek,,L,2006,2002,2009,,
AL03160109-0601-601,Old Town Creek,R,Black Warrior,Walker,Fish & Wildlife,Siltation (habitat alteration),Surface mining-abandoned,2.71,miles,Mulberry Fork / Pinhook Creek,,L,2006,2002,2009,,
AL03160109-0604-900,Baker Creek,R,Black Warrior,Walker,Fish & Wildlife,Siltation (habitat alteration),Unknown source,7.01,miles,Mulberry Fork / Its source,,L,2006,2002,2014,,
AL03160110-0502-100,Ryan Creek,R,Black Warrior,Cullman,Fish & Wildlife,Pathogens,Pasture grazing,16.12,miles,Lewis Smith Lake/ Its source,,L,2006,2002,2009,,
AL03160111-0404-102,Locust Fork,R,Black Warrior,Blount Jefferson,Fish & Wildlife,Nutrients,AgricultureSurface mining-abandoned,14.25,miles,Jefferson County Road 77 / US Highway 31,,H,2006,1998,2014,,
AL03160111-0404-102,Locust Fork,R,Black Warrior,Blount Jefferson,Fish & Wildlife,Siltation (habitat alteration),AgricultureSurface mining-abandoned,14.25,miles,Jefferson County Road 77 / US Highway 31,,H,2006,1998,2014,,
AL03160111-0306-102,Locust Fork,R,Black Warrior,Blount Jefferson,Public Water Supply Fish & Wildlife,Nutrients,AgricultureSurface mining-abandoned,14.86,miles,US Highway 31 /county road between Hayden and County Line,,H,2006,1998,2014,,
AL03160111-0306-102,Locust Fork,R,Black Warrior,Blount Jefferson,Public Water Supply Fish & Wildlife,Siltation (habitat alteration),AgricultureSurface mining-abandoned,14.86,miles,US Highway 31 /county road between Hayden and County Line,,H,2006,1998,2014,,
AL03160111-0303-102,Locust Fork,R,Black Warrior,Blount Jefferson,Fish & Wildlife,Nutrients,AgricultureSurface mining-abandoned,18.15,miles,county road between Hayden and County Line /Little Warrior River,,H,2006,1998,2014,,
AL03160111-0303-102,Locust Fork,R,Black Warrior,Blount Jefferson,Fish & Wildlife,Siltation (habitat alteration),AgricultureSurface mining-abandoned,18.15,miles,county road between Hayden and County Line /Little Warrior River,,H,2006,1998,2014,,
AL03160111-0204-101,Locust Fork,R,Black Warrior,Blount,Fish & Wildlife,Siltation (habitat alteration),AgricultureSurface mining-abandoned,27.18,miles,Little Warrior River /Blount County Road 30,,H,2006,19871998,2014,,
AL03160111-0203-100,Dry Creek,R,Black Warrior,Blount,Fish & Wildlife,Nutrients,Pasture grazing,12.00,miles,Locust Fork / Its source,,M,2006,19881991,2009,,
AL03160111-0203-100,Dry Creek,R,Black Warrior,Blount,Fish & Wildlife,Ammonia,Pasture grazing,12.00,miles,Locust Fork / Its source,,M,2006,19881991,2009,,
AL03160111-0203-100,Dry Creek,R,Black Warrior,Blount,Fish & Wildlife,Organic Enrichment/DO,Pasture grazing,12.00,miles,Locust Fork / Its source,,M,2006,19881991,2009,,
AL03160111-0203-100,Dry Creek,R,Black Warrior,Blount,Fish & Wildlife,Pathogens,Pasture grazing,12.00,miles,Locust Fork / Its source,,M,2006,19881991,2009,,
AL03160111-0406-101,Newfound Creek,R,Black Warrior,Jefferson,Fish & Wildlife,Siltation (habitat alteration),Urban runoff/storm sewers,2.76,miles,Fivemile Creek /Impoundment,,M,2006,19862002,2009,,
AL03160111-0408-102,Village Creek,R,Black Warrior,Jefferson,Limited Warmwater Fishery,Pathogens,Urban runoff/storm sewers Collection system failure,12.60,miles,Second Creek / Woodlawn Bridge,,L,2006,2000 20012002 2004,2009,,
AL03160111-0408-102,Village Creek,R,Black Warrior,Jefferson,Limited Warmwater Fishery,Pesticides (Dieldrin),Urban runoff/storm sewers Collection system failure,12.60,miles,Second Creek / Woodlawn Bridge,,L,2006,2000 20012002 2004,2009,,
AL03160111-0408-103,Village Creek,R,Black Warrior,Jefferson,Limited Warmwater Fishery,Pathogens,Urban runoff/storm sewers Collection system failure,4.04,miles,Woodlawn Bridge / Its source,,L,2006,2000 20012002 2004,2009,,
AL03160111-0408-103,Village Creek,R,Black Warrior,Jefferson,Limited Warmwater Fishery,Pesticides (Dieldrin),Urban runoff/storm sewers Collection system failure,4.04,miles,Woodlawn Bridge / Its source,,L,2006,2000 20012002 2004,2009,,
AL03160112-0101-101,Valley Creek,R,Black Warrior,Jefferson,Limited WarmwaterFishery,Metals (Mercury),Unknown source,0.90,miles,19th Street North (Bessemer) /Opossum Creek,,L,2006,2003,2014,,
AL03160112-0101-200,Opossum Creek,R,Black Warrior,Jefferson,Agricultural &Industrial,Metals (Mercury),Unknown source,7.45,miles,Valley Creek /Its source,,H,2006,2003,2014,,
AL03160112-0105-101,Mud Creek,R,Black Warrior,Jefferson,Fish & Wildlife,pH,Unknown source,14.12,miles,Valley Creek /Big Branch,,H,2006,1974-83,2009,,
AL03160112-0105-101,Mud Creek,R,Black Warrior,Jefferson,Fish & Wildlife,Siltation (habitat alteration),Unknown source,14.12,miles,Valley Creek /Big Branch,,H,2006,1974-83,2009,,
AL03160112-0201-101,Big Yellow Creek,R,Black Warrior,Tuscaloosa,SwimmingFish & Wildlife,Metals (Chromium),Surface mining-abandoned,14.59,miles,Bankhead Lake /Its source,,H,2006,1979-851988,2009,,
AL03160112-0201-101,Big Yellow Creek,R,Black Warrior,Tuscaloosa,SwimmingFish & Wildlife,Metals (Lead),Surface mining-abandoned,14.59,miles,Bankhead Lake /Its source,,H,2006,1979-851988,2009,,
AL03160112-0303-100,Pegues Creek,R,Black Warrior,Tuscaloosa,Fish & Wildlife,Metals (Chromium),Surface mining-abandoned,4.23,miles,Black Warrior River /Its source,,L,2006,2002,2009,,
AL03160112-0303-100,Pegues Creek,R,Black Warrior,Tuscaloosa,Fish & Wildlife,Metals (Lead),Surface mining-abandoned,4.23,miles,Black Warrior River /Its source,,L,2006,2002,2009,,
AL03160112-0303-100,Pegues Creek,R,Black Warrior,Tuscaloosa,Fish & Wildlife,Siltation (habitat alteration),Surface mining-abandoned,4.23,miles,Black Warrior River /Its source,,L,2006,2002,2009,,
AL03160112-0304-100,Daniel Creek,R,Black Warrior,Tuscaloosa,Fish & Wildlife,Metals (Chromium),Surface mining-abandoned,10.42,miles,Black Warrior River /Its source,,L,2006,2002,2009,,
AL03160112-0304-100,Daniel Creek,R,Black Warrior,Tuscaloosa,Fish & Wildlife,Metals (Lead),Surface mining-abandoned,10.42,miles,Black Warrior River /Its source,,L,2006,2002,2009,,
AL03160112-0404-102,North River,R,Black Warrior,Fayette Tuscaloosa,Fish & Wildlife,Nutrients,Surface mining-abandoned,43.48,miles,Lake Tuscaloosa / Ellis Creek,,H,2006,1987,2009,,
AL03160112-0404-102,North River,R,Black Warrior,Fayette Tuscaloosa,Fish & Wildlife,Siltation (habitat alteration),Surface mining-abandoned,43.48,miles,Lake Tuscaloosa / Ellis Creek,,H,2006,1987,2009,,
AL03160113-0703-100,Cottonwood Creek,R,Black Warrior,Hale MarengoPerry,Fish & Wildlife,Organic Enrichment/DO,Municipal Pasture grazing,11.42,miles,Big Prarie Creek / Its source,,L,2006,2002,2009,,
AL03160113-0703-100,Cottonwood Creek,R,Black Warrior,Hale MarengoPerry,Fish & Wildlife,Siltation (habitat alteration),Municipal Pasture grazing,11.42,miles,Big Prarie Creek / Its source,,L,2006,2002,2009,,
AL03160113-0703-100,Cottonwood Creek,R,Black Warrior,Hale MarengoPerry,Fish & Wildlife,Nutrients,Municipal Pasture grazing,11.42,miles,Big Prarie Creek / Its source,,L,2006,2002,2009,,
AL03150202-0503-102,Cahaba River,R,Cahaba,Bibb,Outstanding Alabama WaterSwimming,Nutrients,MunicipalUrban runoff/storm sewers Land development,10.58,miles,Alabama Highway 82 / lower Little Cahaba River,,H,2006,1990199219932002-04,2004,,
AL03150202-0503-102,Cahaba River,R,Cahaba,Bibb,Outstanding Alabama WaterSwimming,Siltation (habitat alteration),MunicipalUrban runoff/storm sewers Land development,10.58,miles,Alabama Highway 82 / lower Little Cahaba River,,H,2006,1990199219932002-04,2003,,
AL03150202-0405-100,Cahaba River,R,Cahaba,Bibb,Outstanding Alabama WaterFish & Wildlife,Nutrients,MunicipalUrban runoff/storm sewers Land development,13.51,miles,lower Little Cahaba River / Shades Creek,,H,2006,1990199219932002-04,2004,,
AL03150202-0405-100,Cahaba River,R,Cahaba,Bibb,Outstanding Alabama WaterFish & Wildlife,Siltation (habitat alteration),MunicipalUrban runoff/storm sewer Land development,13.51,miles,lower Little Cahaba River / Shades Creek,,H,2006,1990199219932002-04,2003,,
AL03150202-0203-101,Cahaba River,R,Cahaba,Shelby,Outstanding Alabama WaterFish & Wildlife,Nutrients,MunicipalUrban runoff/storm sewers Land development,23.61,miles,Shades Creek /Shelby County Road 52,,H,2006,1993-972002-04,2004,,
AL03150202-0203-101,Cahaba River,R,Cahaba,Shelby,Outstanding Alabama WaterFish & Wildlife,Pathogens,MunicipalUrban runoff/storm sewers Land development,23.61,miles,Shades Creek /Shelby County Road 52,,H,2006,1993-972002-04,2003,,
